#chr1	x1	x2	chr2	y1	y2	P_val
chr16	85795000	85840000	chr16	85950000	86095000	2.7873846325817873e-31
chr16	86545000	86580000	chr16	87230000	87340000	4.521803990940368e-06
chr16	87750000	87795000	chr16	87860000	87965000	3.853639939413959e-05
chr16	88425000	88470000	chr16	88490000	88610000	1.700852371708817e-21
chr16	88930000	88965000	chr16	89075000	89180000	1.7086329621106262e-12
chr16	89310000	89345000	chr16	89470000	89575000	3.704741187775097e-10
chr16	89680000	89725000	chr16	89840000	89940000	0.003393292035016116
chr16	15000	225000	chr16	335000	380000	1.2230347803982263e-22
chr16	1765000	1885000	chr16	1915000	1950000	2.2596026602296116e-11
chr16	1950000	2085000	chr16	2105000	2160000	2.2861200709181706e-29
chr16	3015000	3080000	chr16	3120000	3135000	2.021678722336614e-09
chr16	3660000	3765000	chr16	3860000	3895000	2.452244657981893e-06
chr16	5140000	5310000	chr16	6620000	6675000	0.00024492054892434655
chr16	10170000	10330000	chr16	10485000	10530000	2.4195485602551157e-17
chr16	10445000	10585000	chr16	10710000	10755000	1.027073677335627e-07
chr16	11165000	11290000	chr16	11345000	11370000	1.7026502475065541e-10
chr16	11815000	11955000	chr16	12055000	12090000	2.5724833292702484e-10
chr16	14220000	14325000	chr16	14515000	14550000	1.3285172084048198e-15
chr16	15785000	15870000	chr16	16110000	16135000	0.00455843870594341
chr16	18745000	18830000	chr16	18955000	18990000	0.0019363517068586617
chr16	19045000	19220000	chr16	19355000	19400000	4.798103255028728e-19
chr16	19510000	19670000	chr16	19865000	19910000	2.5261610437598756e-41
chr16	19890000	19965000	chr16	20290000	20315000	0.010923611194889727
chr16	20550000	20640000	chr16	20680000	20715000	5.3354634951874896e-05
chr16	20775000	20875000	chr16	21050000	21095000	0.002558229478377668
chr16	21935000	22035000	chr16	22065000	22100000	1.0996160445348276e-12
chr16	22160000	22245000	chr16	22280000	22315000	9.94179792340363e-08
chr16	23080000	23215000	chr16	23415000	23470000	2.7166247691925e-07
chr16	23745000	23890000	chr16	23990000	24035000	6.059311335650022e-35
chr16	24005000	24120000	chr16	24485000	24520000	4.5877060204891646e-07
chr16	25035000	25130000	chr16	25200000	25235000	0.0005738209081476368
chr16	27170000	27255000	chr16	27350000	27385000	0.0016226735620808413
chr16	27110000	27235000	chr16	27445000	27480000	4.0890744565188765e-26
chr16	28765000	28880000	chr16	28930000	28955000	8.323918431867966e-45
chr16	29765000	29870000	chr16	30005000	30040000	0.009827096253619405
chr16	30675000	30865000	chr16	30890000	30935000	3.0822340859229056e-20
chr16	31440000	31550000	chr16	31680000	31725000	0.0001585185252580452
chr16	30915000	31545000	chr16	31845000	31890000	6.028495172707223e-48
chr16	31810000	31890000	chr16	31985000	31990000	3.5741811249326474e-06
chr16	46895000	47035000	chr16	48135000	48180000	2.0602553838631973e-06
chr16	48325000	48410000	chr16	48520000	48545000	3.6365221949031837e-07
chr16	48175000	48400000	chr16	48600000	48645000	9.89667976646951e-26
chr16	48640000	48725000	chr16	49335000	49370000	0.0007257832442190753
chr16	50015000	50115000	chr16	50185000	50220000	7.448587666521555e-08
chr16	50290000	50385000	chr16	50650000	50685000	0.0023627393409969143
chr16	53020000	53120000	chr16	53185000	53230000	5.370632518347584e-07
chr16	55425000	55510000	chr16	55690000	55715000	5.3973479407774406e-08
chr16	55850000	55995000	chr16	56295000	56340000	0.03057062827851245
chr16	56460000	56615000	chr16	56680000	56725000	1.6738687127690456e-14
chr16	56920000	56995000	chr16	57035000	57060000	2.083427026509459e-10
chr16	57035000	57115000	chr16	57160000	57185000	2.9742455287549505e-12
chr16	57255000	57350000	chr16	57400000	57435000	2.0108790413741466e-08
chr16	57545000	57630000	chr16	57710000	57735000	0.0037752703868380202
chr16	57540000	57805000	chr16	57985000	58020000	8.807765318552822e-06
chr16	58210000	58390000	chr16	58465000	58520000	9.039095426399141e-10
chr16	58955000	59015000	chr16	59560000	59565000	0.0006717514162040471
chr16	66400000	66530000	chr16	66570000	66615000	6.736430976188061e-11
chr16	66935000	67045000	chr16	67115000	67170000	1.210857476845794e-08
chr16	67245000	67310000	chr16	67395000	67410000	0.02774836950251233
chr16	67450000	67585000	chr16	67635000	67690000	3.177293578381796e-21
chr16	67940000	68125000	chr16	68210000	68255000	6.234988475588312e-11
chr16	68770000	68920000	chr16	69100000	69145000	5.127754292835406e-11
chr16	69085000	69210000	chr16	69275000	69320000	5.1314730090091716e-11
chr16	69295000	69400000	chr16	69730000	69775000	0.0008607617042409873
chr16	70635000	70700000	chr16	70765000	70780000	1.2577982428551962e-05
chr16	71570000	71670000	chr16	71950000	71995000	0.008200106277809684
chr16	69780000	69990000	chr16	74385000	74440000	9.338178002552639e-12
chr16	74670000	74780000	chr16	74835000	74880000	3.630933873126098e-08
chr16	74815000	75015000	chr16	75095000	75130000	2.1390989685038928e-08
chr16	75180000	75300000	chr16	75365000	75400000	8.257700249374454e-32
chr16	75345000	75705000	chr16	75740000	75785000	4.124013176733662e-43
chr16	76220000	76310000	chr16	76635000	76670000	0.04345794245563034
chr16	75725000	75835000	chr16	77155000	77200000	1.8146350021215576e-06
chr16	77190000	77295000	chr16	77560000	77605000	3.4665607891584444e-07
chr16	80495000	80610000	chr16	80800000	80845000	1.4851323439798103e-07
chr16	81295000	81425000	chr16	81710000	81755000	2.658664475740393e-06
chr16	84470000	84670000	chr16	84715000	84760000	1.178484116603827e-11
chr16	84715000	84825000	chr16	84940000	84975000	1.680280465289342e-13
chr16	85380000	85545000	chr16	85585000	85630000	4.2110043353088215e-28
chr16	85340000	85430000	chr16	85705000	85740000	0.007869387495554677
chr16	85990000	86125000	chr16	86495000	86540000	1.530707417305966e-14
chr16	88825000	88945000	chr16	89140000	89195000	1.340387712814302e-07
chr17	775000	810000	chr17	935000	1025000	8.255979890441398e-07
chr17	1105000	1140000	chr17	1170000	1350000	4.6809493298380135e-15
chr17	1255000	1290000	chr17	1495000	1590000	2.3117838928964574e-07
chr17	1345000	1380000	chr17	1460000	1575000	5.35704923448914e-12
chr17	2035000	2070000	chr17	2230000	2405000	2.8630722330624297e-44
chr17	2825000	2870000	chr17	2935000	3045000	5.342968869523992e-09
chr17	3865000	3870000	chr17	4015000	4100000	4.902116876039098e-05
chr17	4185000	4230000	chr17	4355000	4470000	1.148122376434068e-08
chr17	5565000	5610000	chr17	6385000	6485000	3.3747556135272934e-06
chr17	6890000	6935000	chr17	6955000	7055000	3.838741749056309e-12
chr17	7025000	7070000	chr17	7110000	7475000	1.349951074252779e-60
chr17	9935000	9990000	chr17	10165000	10310000	1.0258070242206481e-10
chr17	12180000	12195000	chr17	12985000	13050000	0.00048616492922654947
chr17	12235000	12270000	chr17	12635000	12740000	0.0007878432707345649
chr17	15250000	15285000	chr17	15445000	15560000	1.925261064710059e-08
chr17	16345000	16390000	chr17	16435000	16550000	1.0782828237820295e-06
chr17	16520000	16555000	chr17	16620000	16705000	0.0002965289892104448
chr17	17340000	17375000	chr17	17560000	17685000	4.114899095316377e-16
chr17	17480000	17525000	chr17	17565000	17675000	3.2702052178411366e-07
chr17	17660000	17705000	chr17	17785000	18055000	3.224293327107758e-12
chr17	19495000	19530000	chr17	19710000	19825000	2.6665484235759865e-10
chr17	19965000	20020000	chr17	20065000	20365000	2.6674273120769197e-26
chr17	20105000	20140000	chr17	20245000	20360000	4.2502902792199266e-18
chr17	20310000	20335000	chr17	20555000	20640000	4.347517500845694e-10
chr17	21110000	21145000	chr17	21195000	21310000	1.9175828978368715e-12
chr17	21290000	21345000	chr17	21670000	21780000	3.4183674119962685e-06
chr17	27230000	27235000	chr17	27610000	27670000	1.123884819876917e-09
chr17	27445000	27480000	chr17	27525000	27620000	4.196029011998198e-12
chr17	28695000	28765000	chr17	28825000	28995000	0.0011688960748862272
chr17	29125000	29170000	chr17	29215000	29330000	9.305844181140609e-05
chr17	29345000	29390000	chr17	29490000	29610000	2.927285332344943e-12
chr17	29795000	29820000	chr17	29925000	30105000	7.613230359781332e-35
chr17	30090000	30135000	chr17	30225000	30410000	1.9305616728950124e-36
chr17	31000000	31035000	chr17	31175000	31265000	3.6804794993612096e-06
chr17	32465000	32510000	chr17	32560000	32770000	3.249899627386671e-29
chr17	32765000	32800000	chr17	32840000	32965000	7.635034121026839e-50
chr17	34180000	34225000	chr17	34300000	34435000	4.668104375604664e-17
chr17	34970000	35015000	chr17	35055000	35170000	7.303425335578598e-28
chr17	35295000	35320000	chr17	35495000	35575000	3.8727125196433254e-07
chr17	35955000	35990000	chr17	36070000	36210000	3.643499268737756e-48
chr17	36075000	36090000	chr17	36125000	36200000	1.7405565633560424e-23
chr17	38335000	38360000	chr17	38390000	38515000	9.188093720461072e-10
chr17	38960000	39005000	chr17	39095000	39215000	2.841454272840087e-07
chr17	39995000	40040000	chr17	40110000	40335000	3.7421951941168564e-13
chr17	42305000	42340000	chr17	42370000	42545000	3.259319346375083e-14
chr17	42555000	42610000	chr17	42660000	42835000	1.1097571207994157e-24
chr17	43015000	43050000	chr17	43140000	43250000	2.8990300603154457e-13
chr17	43390000	43405000	chr17	43440000	43515000	7.017781990310189e-25
chr17	43555000	43600000	chr17	43620000	43760000	4.3717406187880725e-20
chr17	44190000	44235000	chr17	44270000	44395000	7.22207028929892e-39
chr17	44510000	44555000	chr17	44620000	44770000	1.7333658682095113e-08
chr17	44755000	44800000	chr17	44820000	44920000	3.021602431631882e-17
chr17	44890000	44935000	chr17	45015000	45175000	1.780291419683908e-24
chr17	45265000	45290000	chr17	45355000	45430000	9.471388771492282e-06
chr17	45505000	45510000	chr17	45560000	46010000	3.265277529877752e-164
chr17	45980000	46025000	chr17	46195000	46320000	3.721985681752488e-37
chr17	47820000	47875000	chr17	47930000	48055000	1.3564168036390111e-05
chr17	48320000	48365000	chr17	48485000	48635000	1.3465496035550417e-13
chr17	49545000	49590000	chr17	49690000	49895000	4.9863770023033485e-24
chr17	49685000	49720000	chr17	49780000	49865000	0.0003847528802711569
chr17	49830000	49885000	chr17	49980000	50100000	1.2568320325596691e-05
chr17	50535000	50560000	chr17	50645000	50735000	0.0005244371925912328
chr17	50985000	51020000	chr17	51075000	51200000	2.3022419468590736e-20
chr17	52275000	52310000	chr17	52355000	52455000	1.6102308706841454e-06
chr17	52355000	52370000	chr17	52405000	52585000	1.7391065543578102e-23
chr17	53895000	53920000	chr17	53980000	54905000	1.1328233468707399e-207
chr17	56575000	56610000	chr17	56660000	56785000	2.4453261775186435e-05
chr17	56800000	56845000	chr17	56895000	57035000	1.1631622898476728e-21
chr17	57115000	57150000	chr17	57700000	57860000	3.270700402969526e-25
chr17	57225000	57270000	chr17	57505000	57690000	1.6319747079662325e-05
chr17	57835000	57870000	chr17	58080000	58165000	0.010474898558633462
chr17	58300000	58345000	chr17	58385000	58480000	2.2482334282088946e-09
chr17	59295000	59340000	chr17	59390000	59525000	1.6065683190439181e-24
chr17	59730000	59765000	chr17	59825000	59930000	3.1025742856128493e-24
chr17	59910000	59915000	chr17	59970000	60080000	1.9401116030869763e-05
chr17	60705000	60740000	chr17	60930000	61050000	2.2426973254826616e-05
chr17	61390000	61435000	chr17	61540000	61665000	2.6152663786591587e-07
chr17	61610000	61655000	chr17	61805000	61985000	1.944203281839174e-12
chr17	62400000	62435000	chr17	62500000	62685000	4.741485727110179e-10
chr17	63400000	63445000	chr17	63535000	63760000	8.697952696321302e-10
chr17	63685000	63720000	chr17	63780000	63865000	0.00021855518711074348
chr17	63850000	63915000	chr17	63915000	64160000	6.308517760622932e-38
chr17	64290000	64335000	chr17	64365000	64575000	1.3508825295381934e-33
chr17	64840000	64855000	chr17	64905000	64980000	9.234274938679924e-31
chr17	66225000	66280000	chr17	66560000	66690000	5.535739093288573e-05
chr17	66700000	66735000	chr17	67065000	67175000	0.0029910682695359113
chr17	67355000	67400000	chr17	67475000	67760000	3.224699620210385e-75
chr17	68235000	68280000	chr17	68385000	68490000	5.61434923422e-13
chr17	68755000	68800000	chr17	69175000	69320000	2.9488868759789576e-23
chr17	70880000	70885000	chr17	71120000	71325000	1.5066958463906715e-07
chr17	72710000	72745000	chr17	73115000	73405000	2.1709646246394365e-26
chr17	72970000	73005000	chr17	73105000	73215000	3.3332364402308908e-06
chr17	73225000	73280000	chr17	73300000	73430000	1.3979253211501218e-22
chr17	74350000	74395000	chr17	74430000	74610000	3.980029974395649e-28
chr17	74640000	74675000	chr17	74710000	74865000	3.2667987685394534e-09
chr17	75890000	75925000	chr17	75980000	76070000	0.00021681899113115425
chr17	76100000	76145000	chr17	76235000	76335000	8.266387727317075e-06
chr17	76860000	76885000	chr17	77010000	77095000	4.7011360851591996e-07
chr17	77070000	77115000	chr17	77170000	77315000	1.7037141731289487e-31
chr17	77305000	77350000	chr17	77400000	77535000	1.3815250531960026e-13
chr17	78080000	78135000	chr17	78165000	78290000	4.032447694499413e-34
chr17	78285000	78300000	chr17	78350000	78440000	0.0018332867795916462
chr17	78465000	78520000	chr17	78615000	78880000	4.388386802177819e-27
chr17	80410000	80445000	chr17	80940000	81050000	1.1845695475247544e-07
chr17	81225000	81270000	chr17	81500000	81595000	0.006897646598267807
chr17	81300000	81315000	chr17	81385000	81475000	0.006675218515622925
chr17	82000000	82045000	chr17	82085000	82195000	1.1451974893664793e-05
chr17	82630000	82675000	chr17	82710000	82810000	5.2051614495327656e-05
chr17	82770000	82815000	chr17	82860000	83210000	7.48059625065148e-19
chr17	150000	245000	chr17	330000	375000	1.8738042042987116e-05
chr17	125000	560000	chr17	690000	715000	7.160098599401985e-34
chr17	680000	825000	chr17	975000	1020000	4.1213053868528015e-15
chr17	1260000	1420000	chr17	1490000	1545000	1.860764659571526e-12
chr17	1460000	1570000	chr17	1620000	1665000	0.006113788475683677
chr17	1630000	1735000	chr17	1840000	1885000	4.115712960237176e-06
chr17	2030000	2155000	chr17	2220000	2275000	2.2537645245582367e-14
chr17	3640000	3770000	chr17	3805000	3860000	2.2751599368660176e-19
chr17	3855000	3955000	chr17	3990000	4015000	4.8720426480478426e-08
chr17	4145000	4305000	chr17	4390000	4435000	1.055811317011057e-37
chr17	4510000	4800000	chr17	4870000	4915000	1.5093879802755506e-25
chr17	5520000	5650000	chr17	6405000	6450000	9.652198845801881e-14
chr17	6820000	6920000	chr17	6985000	7030000	0.005816595492728912
chr17	7295000	7395000	chr17	7540000	7585000	0.00038039819084858926
chr17	7555000	7635000	chr17	7670000	7695000	1.906731170218948e-09
chr17	7805000	7945000	chr17	7980000	8005000	1.7956930282519982e-31
chr17	8045000	8165000	chr17	8270000	8315000	8.344752831592812e-10
chr17	8365000	8445000	chr17	8740000	8755000	4.093808940273328e-18
chr17	8710000	8850000	chr17	8980000	9015000	7.887321517352908e-25
chr17	9915000	10005000	chr17	10210000	10245000	1.7608471071053282e-08
chr17	10245000	10375000	chr17	10600000	10635000	2.345803879900215e-16
chr17	10565000	10745000	chr17	10820000	10865000	4.072028833696406e-17
chr17	14175000	14255000	chr17	15250000	15255000	0.005039238835907673
chr17	15770000	15890000	chr17	15980000	16015000	3.71354384802678e-11
chr17	16870000	17020000	chr17	17295000	17330000	4.878280423493675e-05
chr17	17280000	17415000	chr17	17620000	17675000	5.49169658743892e-05
chr17	17630000	17935000	chr17	18015000	18060000	5.516196038242118e-05
chr17	19295000	19405000	chr17	19425000	19480000	3.60522242138491e-06
chr17	19955000	20050000	chr17	20090000	20125000	1.1778478620618224e-17
chr17	20855000	20935000	chr17	20985000	20990000	0.00686633624607609
chr17	27175000	27290000	chr17	27315000	27360000	4.193019575173677e-31
chr17	27320000	27465000	chr17	27570000	27625000	1.1863655938317518e-17
chr17	27710000	27835000	chr17	27860000	27905000	1.117676080344841e-24
chr17	28310000	28430000	chr17	28515000	28560000	1.8459123347140583e-06
chr17	28715000	28785000	chr17	28890000	28905000	0.007912895398416251
chr17	29565000	29715000	chr17	29750000	29795000	2.9655334144974214e-55
chr17	30285000	30530000	chr17	30705000	30730000	6.241400097584886e-15
chr17	31355000	31480000	chr17	31505000	31540000	1.2060395607548879e-34
chr17	31355000	31615000	chr17	31825000	31870000	1.1047049667967535e-30
chr17	30610000	30710000	chr17	32050000	32095000	0.02049606379830491
chr17	31960000	32060000	chr17	32125000	32150000	3.780547020648728e-16
chr17	32180000	32275000	chr17	32310000	32325000	2.355469532807939e-17
chr17	32420000	32505000	chr17	32745000	32770000	3.0934386095092003e-12
chr17	33740000	33850000	chr17	34125000	34160000	9.120722017323504e-08
chr17	34140000	34250000	chr17	34340000	34385000	1.076131163775593e-11
chr17	35160000	35365000	chr17	35515000	35560000	2.0447626232201829e-10
chr17	36595000	36690000	chr17	37030000	37065000	3.8790472049560275e-05
chr17	38300000	38365000	chr17	38405000	38420000	1.1087712775554713e-18
chr17	38370000	38610000	chr17	38640000	38685000	1.271643255587804e-45
chr17	38935000	39055000	chr17	39125000	39170000	2.7381973934632146e-08
chr17	39985000	40090000	chr17	40150000	40185000	2.701604893775432e-08
chr17	40100000	40225000	chr17	40285000	40300000	2.1711344656214757e-07
chr17	40285000	40470000	chr17	40505000	40560000	3.9799415377162414e-41
chr17	40585000	40700000	chr17	40780000	40825000	2.72832813543482e-09
chr17	40485000	40695000	chr17	41645000	41690000	1.152065462368748e-31
chr17	41935000	42065000	chr17	42090000	42135000	6.941598106987254e-15
chr17	42260000	42360000	chr17	42380000	42425000	5.258745147070579e-10
chr17	42270000	42475000	chr17	42505000	42540000	3.146264007211534e-20
chr17	42545000	42630000	chr17	42655000	42690000	5.667686651923057e-17
chr17	42775000	42885000	chr17	42910000	42965000	1.077778276335948e-05
chr17	43330000	43435000	chr17	43455000	43500000	3.6060892571719937e-17
chr17	43500000	43630000	chr17	43655000	43700000	1.2616097636768809e-25
chr17	43510000	43720000	chr17	43745000	43780000	1.3420501093387021e-11
chr17	44160000	44275000	chr17	44300000	44345000	6.384521066480225e-32
chr17	44330000	44440000	chr17	44480000	44535000	4.5832765329871296e-08
chr17	44700000	44795000	chr17	44860000	44895000	1.1716203360482624e-05
chr17	44870000	44970000	chr17	45000000	45045000	4.521003157307373e-15
chr17	45195000	45335000	chr17	45365000	45400000	6.912489158318762e-70
chr17	45605000	45725000	chr17	45810000	45845000	5.382516663127096e-11
chr17	46025000	46095000	chr17	46185000	46200000	6.403106795723908e-05
chr17	47115000	47230000	chr17	47305000	47340000	1.202481091468315e-09
chr17	48245000	48420000	chr17	48565000	48610000	3.802946638079574e-45
chr17	48615000	48825000	chr17	48860000	48905000	4.3504413091730315e-28
chr17	48820000	48960000	chr17	49015000	49050000	6.176111318568551e-07
chr17	49395000	49490000	chr17	49535000	49580000	8.606036612615154e-05
chr17	49530000	49640000	chr17	49670000	49715000	1.4805338469319505e-29
chr17	49810000	49935000	chr17	49975000	50020000	8.913195091335477e-16
chr17	50125000	50230000	chr17	50280000	50315000	4.563869230880176e-17
chr17	50465000	50550000	chr17	50680000	50715000	0.0028727200247516574
chr17	50740000	50870000	chr17	50940000	50975000	6.33704412352297e-24
chr17	50935000	51055000	chr17	51135000	51180000	5.403959950819393e-07
chr17	51315000	51450000	chr17	51520000	51565000	0.00017942395567257816
chr17	51755000	52060000	chr17	52060000	52115000	8.708982574841013e-29
chr17	52055000	52220000	chr17	52275000	52310000	1.9356698048863875e-06
chr17	52075000	52310000	chr17	52355000	52370000	4.758139302691886e-13
chr17	54120000	54355000	chr17	54410000	54435000	3.4216595470076595e-09
chr17	55315000	55420000	chr17	55485000	55530000	7.257230213920697e-05
chr17	56775000	56880000	chr17	56915000	56960000	2.4403012172074237e-21
chr17	57120000	57205000	chr17	57725000	57760000	0.0011650417011886312
chr17	57815000	57935000	chr17	57975000	58020000	4.615306826888425e-25
chr17	58205000	58345000	chr17	58425000	58480000	4.670681674845499e-19
chr17	58510000	58755000	chr17	58990000	59015000	8.702720331118061e-59
chr17	59270000	59380000	chr17	59420000	59455000	1.639591274995297e-26
chr17	59705000	59810000	chr17	59830000	59875000	3.473544743512424e-27
chr17	58950000	59015000	chr17	60740000	60745000	0.010436568804148528
chr17	61775000	61905000	chr17	62085000	62130000	0.0027738868449788366
chr17	63385000	63485000	chr17	63600000	63635000	4.4693024456389815e-05
chr17	63865000	64090000	chr17	64110000	64155000	3.813760223652702e-68
chr17	64270000	64360000	chr17	64400000	64435000	5.033208386054901e-12
chr17	64400000	64565000	chr17	64630000	64675000	5.083513639939068e-07
chr17	64860000	65035000	chr17	65175000	65220000	4.141577952742073e-26
chr17	65255000	65340000	chr17	65970000	66005000	0.04205589971943316
chr17	65200000	65325000	chr17	66145000	66190000	1.2069528261807067e-12
chr17	66700000	66800000	chr17	66880000	66925000	0.009066583749753452
chr17	68135000	68265000	chr17	68440000	68485000	2.1854460800370527e-08
chr17	68420000	68575000	chr17	68740000	68785000	2.0153436720832048e-08
chr17	68725000	69035000	chr17	69215000	69260000	2.379220094051376e-22
chr17	69260000	69395000	chr17	69510000	69545000	2.6164976774854538e-05
chr17	69525000	69680000	chr17	70550000	70565000	5.560855206169689e-21
chr17	73145000	73295000	chr17	73350000	73395000	1.3861619738719362e-12
chr17	74710000	74810000	chr17	74845000	74890000	3.440743483576272e-05
chr17	75190000	75330000	chr17	75390000	75435000	1.4292498071822123e-25
chr17	75385000	75695000	chr17	75720000	75775000	4.080748663245891e-40
chr17	75860000	75950000	chr17	75990000	76025000	1.0305375876955604e-08
chr17	76020000	76195000	chr17	76260000	76305000	5.7677155254189624e-61
chr17	76810000	77135000	chr17	77235000	77270000	2.741434001007693e-19
chr17	77240000	77405000	chr17	77470000	77515000	3.2523716609254755e-13
chr17	78035000	78100000	chr17	78235000	78250000	2.2668015938002312e-07
chr17	78820000	78915000	chr17	78950000	78985000	7.727558118126302e-15
chr17	79010000	79120000	chr17	79395000	79410000	4.4143952917073727e-10
chr17	79700000	79835000	chr17	79945000	80000000	1.9479636667728386e-15
chr17	80395000	80470000	chr17	80565000	80590000	1.199966934269011e-05
chr17	80370000	80480000	chr17	80965000	81000000	3.645019140403881e-08
chr17	81250000	81335000	chr17	81385000	81410000	2.1204574452421684e-06
chr17	81270000	81410000	chr17	81445000	81480000	1.3388377642172611e-21
chr17	81950000	82095000	chr17	82150000	82165000	9.82854322279702e-12
chr17	82310000	82495000	chr17	82525000	82570000	5.911675343741274e-09
chr19	1540000	1565000	chr19	1690000	1835000	1.625543204972772e-13
chr19	2005000	2030000	chr19	2080000	2165000	5.758127438749221e-05
chr19	2450000	2495000	chr19	2550000	2675000	1.1027089567398295e-44
chr19	2630000	2665000	chr19	2710000	2995000	2.5102604145485e-42
chr19	2935000	2980000	chr19	3045000	3215000	9.484874658643261e-22
chr19	3310000	3355000	chr19	3385000	3525000	1.1862564617652387e-55
chr19	3960000	4015000	chr19	4130000	4255000	1.5175920853022718e-06
chr19	4245000	4280000	chr19	4315000	4450000	5.763879937307522e-19
chr19	4710000	4745000	chr19	4785000	4880000	5.64263731858608e-07
chr19	6495000	6540000	chr19	6650000	6785000	3.2141591547652174e-05
chr19	7190000	7205000	chr19	7260000	7345000	4.63504496030524e-12
chr19	7560000	7585000	chr19	7795000	7900000	5.056536848727859e-05
chr19	7670000	7705000	chr19	7755000	7840000	8.307821670985183e-11
chr19	8140000	8175000	chr19	8205000	8300000	6.3621445994496826e-12
chr19	9600000	9655000	chr19	9730000	9850000	3.2448895198698176e-07
chr19	9910000	9955000	chr19	10000000	10460000	6.635816929530076e-38
chr19	10560000	10595000	chr19	10630000	10720000	3.407611512103959e-13
chr19	11280000	11315000	chr19	11360000	11515000	5.240767921226538e-12
chr19	12540000	12595000	chr19	12615000	12760000	4.5868266439141305e-09
chr19	12950000	12995000	chr19	13020000	13165000	9.527777521187923e-32
chr19	13575000	13620000	chr19	13765000	13950000	1.2480309639590862e-09
chr19	13855000	13900000	chr19	14030000	14185000	1.0548619497574149e-26
chr19	14175000	14230000	chr19	14265000	14410000	6.520790004735484e-16
chr19	14550000	14595000	chr19	14665000	14780000	0.00011698463107447277
chr19	15620000	15645000	chr19	16115000	16245000	2.5522792037208118e-09
chr19	16225000	16270000	chr19	16315000	16460000	2.9878589837794317e-43
chr19	17050000	17095000	chr19	17145000	17350000	5.177930227132438e-53
chr19	17685000	17730000	chr19	17760000	17870000	1.8901742954490485e-05
chr19	17935000	17950000	chr19	17980000	18190000	2.0458376657015016e-30
chr19	18585000	18620000	chr19	18815000	18910000	0.01371635707880422
chr19	19025000	19070000	chr19	19100000	19215000	1.5241844015588892e-08
chr19	19505000	19550000	chr19	19585000	19700000	1.8471717122254955e-14
chr19	29590000	29635000	chr19	29660000	29780000	5.754032428594123e-08
chr19	30655000	30700000	chr19	32200000	32310000	1.3454371215748405e-06
chr19	32960000	32995000	chr19	33055000	33160000	2.580903428183463e-10
chr19	33205000	33260000	chr19	33340000	33460000	1.6743633650034683e-05
chr19	33405000	33440000	chr19	33745000	33840000	0.03929252576297545
chr19	33760000	33795000	chr19	34060000	34170000	2.7292003402008217e-08
chr19	35330000	35375000	chr19	35415000	35535000	3.06634616686439e-21
chr19	35675000	35710000	chr19	35815000	35960000	1.1973296477019239e-05
chr19	37880000	37925000	chr19	38025000	38410000	8.303694739866778e-131
chr19	38215000	38260000	chr19	38290000	38420000	1.1369996137369966e-25
chr19	38715000	38750000	chr19	38860000	38965000	9.918203038234544e-08
chr19	38930000	38975000	chr19	39040000	39190000	2.3326329999326113e-05
chr19	39095000	39140000	chr19	39270000	39485000	0.0007705432865435059
chr19	39525000	39570000	chr19	39655000	39865000	8.346243607786087e-10
chr19	39655000	39690000	chr19	39770000	39865000	2.754198425396926e-07
chr19	39875000	39910000	chr19	40095000	40250000	2.7081100771849917e-07
chr19	40275000	40320000	chr19	40445000	40655000	7.87587573150554e-11
chr19	40645000	40680000	chr19	40780000	41195000	1.6704931803129868e-14
chr19	41425000	41480000	chr19	41500000	41640000	2.3094669063823796e-27
chr19	42425000	42470000	chr19	42500000	42625000	1.2630113305099088e-31
chr19	43425000	43470000	chr19	43490000	43700000	8.120288562800611e-10
chr19	46375000	46420000	chr19	46450000	46575000	2.484223245282964e-19
chr19	46510000	46545000	chr19	46665000	46765000	7.370035178349382e-05
chr19	47415000	47460000	chr19	47660000	47780000	3.3961439227494746e-16
chr19	49485000	49520000	chr19	49625000	49725000	0.03661721945215358
chr19	50340000	50385000	chr19	50410000	50560000	9.868486337094072e-35
chr19	51310000	51345000	chr19	51405000	51495000	1.0736375822761057e-07
chr19	54450000	54495000	chr19	54610000	54745000	1.1411623058121026e-08
chr19	55275000	55320000	chr19	55360000	55455000	4.43524552664267e-05
chr19	55495000	55540000	chr19	55565000	55660000	2.9211830723919453e-07
chr19	56050000	56095000	chr19	56170000	56400000	3.6508372093356676e-20
chr19	555000	690000	chr19	720000	745000	2.0163940171054747e-18
chr19	730000	915000	chr19	985000	1010000	4.263238106485369e-45
chr19	2385000	2535000	chr19	2585000	2640000	1.1276541841943315e-23
chr19	2615000	2700000	chr19	2725000	2760000	5.928451076370607e-18
chr19	3310000	3375000	chr19	3420000	3435000	3.496816153841469e-17
chr19	4495000	4585000	chr19	4610000	4645000	1.5680318103929987e-08
chr19	4795000	4940000	chr19	5010000	5055000	0.003862122604210789
chr19	5020000	5090000	chr19	5570000	5585000	2.3914325166129792e-05
chr19	6130000	6235000	chr19	6275000	6330000	0.047055537503371506
chr19	6495000	6560000	chr19	6625000	6640000	2.634799752710493e-09
chr19	6585000	6785000	chr19	6840000	6885000	1.1492719730394653e-11
chr19	7070000	7200000	chr19	7315000	7370000	5.07177478446907e-26
chr19	7620000	7740000	chr19	7775000	7820000	1.548667433941745e-28
chr19	7925000	8020000	chr19	8135000	8170000	0.0004173909472411862
chr19	8265000	8360000	chr19	8565000	8590000	1.3233201725880939e-05
chr19	10070000	10180000	chr19	10235000	10270000	0.0006555001869886701
